1)riId	2)riType	3)regulatorId	4)regulatorName	5)cnfName	19)targetTuOrGene	27)riPMIDS 
RDBECOLIRIC00211	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC00687:ftnA	20015147;37026477;26670385 
RDBECOLIRIC00212	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC00687:ftnA	20015147;37026477;26670385 
RDBECOLIRIC00213	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC00687:ftnA	20015147;37026477;26670385 
RDBECOLIRIC00214	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC00687:ftnA	20015147;37026477;26670385 
RDBECOLIRIC00215	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC00687:ftnA	20015147;37026477;26670385 
RDBECOLIRIC00216	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00687:ftnA	20015147;21097887 
RDBECOLIRIC00217	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00687:ftnA	20015147;21097887 
RDBECOLIRIC00218	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00687:ftnA	20015147;21097887 
RDBECOLIRIC00219	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00687:ftnA	20015147;21097887;34824476 
RDBECOLIRIC00220	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00687:ftnA	20015147;21097887 
RDBECOLIRIC00221	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00687:ftnA	20015147;21097887 
RDBECOLIRIC00222	tf-promoter	RDBECOLITFC00014	Lrp	DNA-binding transcriptional dual regulator Lrp-L-leucine	RDBECOLITUC01004:argO	19906180 
RDBECOLIRIC00223	tf-promoter	RDBECOLITFC00014	Lrp	DNA-binding transcriptional dual regulator Lrp-L-leucine	RDBECOLITUC01004:argO	19906180 
RDBECOLIRIC00224	tf-promoter	RDBECOLITFC00014	Lrp	DNA-binding transcriptional dual regulator Lrp-L-leucine	RDBECOLITUC01004:argO	19906180 
RDBECOLIRIC00225	tf-promoter	RDBECOLITFC00212	LeuO	LeuO	RDBECOLITUC02959:dsrA	11395466 
RDBECOLIRIC00226	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC01760:fnrS	20075074;23818864 
RDBECOLIRIC00228	tf-promoter	RDBECOLITFC00159	MurR	DNA-binding transcriptional dual regulator MurR	RDBECOLITUC00846:murR	19897902 
RDBECOLIRIC00229	tf-promoter	RDBECOLITFC00159	MurR	DNA-binding transcriptional dual regulator MurR	RDBECOLITUC00846:murR	19897902 
RDBECOLIRIC00230	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC01761:mgrR	19889087 
RDBECOLIRIC00231	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC00553:mgtS	19889087 
RDBECOLIRIC00232	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC00227:hemH	11443091;25664592;34824476 
RDBECOLIRIC00233	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC01845:sufABCDSE	11443091;15009899;15101990;16824106;21143317;26279566;32415118;34824476 
RDBECOLIRIC00234	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03545:uxuAB	11443091 
RDBECOLIRIC00235	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03545:uxuAB	11443091 
RDBECOLIRIC00236	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02344:gntP	11443091 
RDBECOLIRIC00237	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02344:gntP	11443091 
RDBECOLIRIC00238	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03661:grxA	11443091;26279566;9294462;26843427;34824476 
RDBECOLIRIC00239	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN	11443091;26279566;9294462;26843427;34824476 
RDBECOLIRIC00240	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN	11443091;9294462;26843427;34824476 
RDBECOLIRIC00241	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03111:ahpCF	11443092;1730735;17906139;2693740;8087856;26279566;34824476 
RDBECOLIRIC00242	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC01739:ahpCF	11443092;26279566;26843427;34824476 
RDBECOLIRIC00243	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC00265:None	11443092;2183352;26279566;34824476 
RDBECOLIRIC00244	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02549:fhuF	11443092;26279566;26843427;34824476 
RDBECOLIRIC00245	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02549:fhuF	11443092 
RDBECOLIRIC00246	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC00111:uof-fur	10419964;34824476 
RDBECOLIRIC00247	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03211:dps	34824476 
RDBECOLIRIC00248	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC01849:isrC-flu	10094691;10692164;11972787;12029051;12644490;34824476 
RDBECOLIRIC00249	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02530:mntH	12029030;19400769;26279566;34824476 
RDBECOLIRIC00250	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC01859:trxC	10644706;34824476 
RDBECOLIRIC00251	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC01156:yhjA	17464064;26843427;34824476 
RDBECOLIRIC00252	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03071:katG	11443092;1730735;2183352;26279566;2693740;8087856;34824476 
RDBECOLIRIC00258	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03088:oxyR	1730735;2471187;7868602;8087856;26843427;34824476 
RDBECOLIRIC00259	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC03088:oxyR	1730735;2471187;26279566;7868602;26843427;34824476 
RDBECOLIRIC00260	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02678:oxyS	7868602;8087856;26843427;34824476 
RDBECOLIRIC00261	tf-promoter	RDBECOLITFC00216	OxyR	OxyR	RDBECOLITUC02678:oxyS	26279566;7868602;8087856;26843427;34824476 
RDBECOLIRIC00262	tf-promoter	RDBECOLITFC00042	RcsB	DNA-binding transcriptional dual regulator RcsB-phosphorylated	RDBECOLITUC03593:gadBC	17185552;21571995 
RDBECOLIRIC00263	tf-promoter	RDBECOLITFC00060	MngR	DNA-binding transcriptional repressor MngR	RDBECOLITUC02165:mngAB	14645248;7805834 
RDBECOLIRIC00264	tf-promoter	RDBECOLITFC00042	RcsB	DNA-binding transcriptional dual regulator RcsB-phosphorylated	RDBECOLITUC03638:gadAX	17185552;20189963;20435136 
RDBECOLIRIC00265	tf-promoter	RDBECOLITFC00003	Dan	Dan-L-tartrate DNA-binding transcriptional activator	RDBECOLITUC03392:ttdABT	20156994 
RDBECOLIRIC00266	tf-promoter	RDBECOLITFC00003	Dan	Dan-L-tartrate DNA-binding transcriptional activator	RDBECOLITUC03392:ttdABT	20156994 
RDBECOLIRIC00267	tf-promoter	RDBECOLITFC00003	Dan	Dan-L-tartrate DNA-binding transcriptional activator	RDBECOLITUC03392:ttdABT	20156994 
RDBECOLIRIC00268	tf-promoter	RDBECOLITFC00003	Dan	Dan-L-tartrate DNA-binding transcriptional activator	RDBECOLITUC03392:ttdABT	20156994 
RDBECOLIRIC00269	tf-promoter	RDBECOLITFC00055	IscR	IscR	RDBECOLITUC01467:rnlAB	20421606 
RDBECOLIRIC00270	tf-promoter	RDBECOLITFC00187	GadX	GadX	RDBECOLITUC00474:uspE	20209085 
RDBECOLIRIC00271	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC02566:ompT	12813061;15703297;36533918 
RDBECOLIRIC00272	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC03315:hdeAB-yhiD	15703297 
RDBECOLIRIC00273	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC01723:gadW	15703297 
RDBECOLIRIC00274	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC02334:hdeD	15703297 
RDBECOLIRIC00275	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC02333:gadEF	15703297 
RDBECOLIRIC00278	tf-promoter	RDBECOLITFC00016	MqsA	MqsA	RDBECOLITUC02433:cspD	20105222 
RDBECOLIRIC00279	tf-promoter	RDBECOLITFC00016	MqsA	MqsA	RDBECOLITUC02433:cspD	20105222 
RDBECOLIRIC00280	tf-promoter	RDBECOLITFC00016	MqsA	MqsA	RDBECOLITUC01035:mqsRA	19690171;31848281;34824476 
RDBECOLIRIC00281	tf-promoter	RDBECOLITFC00016	MqsA	MqsA	RDBECOLITUC01035:mqsRA	19690171;31848281;34824476 
RDBECOLIRIC00282	tf-promoter	RDBECOLITFC00021	SdiA	SdiA	RDBECOLITUC01723:gadW	20126629;32582066 
RDBECOLIRIC00283	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00936:casABCDE12	20132443;20659289;23392250;31941083;32385085;21097887;34791440 
RDBECOLIRIC00284	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN	12067348;21097628 
RDBECOLIRIC00285	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN	12067348;21097628 
RDBECOLIRIC00286	tf-promoter	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC01823:ybjC-nfsA-rimK-ybjN	12067348 
RDBECOLIRIC00287	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC03675:acnA	12067348;26279566 
RDBECOLIRIC00288	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC03675:acnA	12067348 
RDBECOLIRIC00289	tf-promoter	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC03675:acnA	12067348 
RDBECOLIRIC00290	tf-promoter	RDBECOLITFC00074	MarA	MarA	RDBECOLITUC02822:yncE	12067348 
RDBECOLIRIC00291	tf-promoter	RDBECOLITFC00201	SoxS	SoxS	RDBECOLITUC02317:nfsB	12067348;21097628 
RDBECOLIRIC00292	tf-promoter	RDBECOLITFC00051	Rob	Rob	RDBECOLITUC02317:nfsB	12067348 
RDBECOLIRIC00293	tf-promoter	RDBECOLITFC00119	CaiF	CaiF-L-carnitine	RDBECOLITUC03553:fixABCX	10564497 
RDBECOLIRIC00294	tf-promoter	RDBECOLITFC00119	CaiF	CaiF-L-carnitine	RDBECOLITUC03553:fixABCX	10564497 
RDBECOLIRIC00295	tf-promoter	RDBECOLITFC00119	CaiF	CaiF-L-carnitine	RDBECOLITUC03281:caiTABCDE	10564497 
RDBECOLIRIC00296	tf-promoter	RDBECOLITFC00119	CaiF	CaiF-L-carnitine	RDBECOLITUC03281:caiTABCDE	10564497 
RDBECOLIRIC00297	tf-promoter	RDBECOLITFC00017	DnaA	DnaA-ATP	RDBECOLITUC03084:nrdAB-yfaE	20487274 
RDBECOLIRIC00298	tf-promoter	RDBECOLITFC00128	FNR	DNA-binding transcriptional dual regulator FNR	RDBECOLITUC02916:yfgF	20522491;23818864 
RDBECOLIRIC00304	tf-promoter	RDBECOLITFC00171	YqhC	YqhC	RDBECOLITUC01026:yqhD-dkgA	20543070;20676725;34220787;34824476 
RDBECOLIRIC00305	tf-promoter	RDBECOLITFC00171	YqhC	YqhC	RDBECOLITUC01026:yqhD-dkgA	20543070;20676725;34220787;34824476 
RDBECOLIRIC00306	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC00545:lsrRK	15743955 
RDBECOLIRIC00307	tf-promoter	RDBECOLITFC00082	PlaR	PlaR	RDBECOLITUC03592:plaR	10913096 
RDBECOLIRIC00308	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03256:oppABCDF	17921503;26670385 
RDBECOLIRIC00309	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03606:garPLRK-rnpB	17921503 
RDBECOLIRIC00310	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC01112:gspCDEFGHIJKLMO	17921503;26670385 
RDBECOLIRIC00311	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC01876:ryhB	17921503;37026477;26670385 
RDBECOLIRIC00312	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC02549:fhuF	11101675;12475930;17921503;32576675;32813023;37026477;26670385 
RDBECOLIRIC00313	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC02549:fhuF	11101675;12475930;17921503;32576675;32813023;37026477;26670385 
RDBECOLIRIC00314	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC02815:yjjZ	11101675;12475930;32576675;32813023;26670385 
RDBECOLIRIC00315	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC02815:yjjZ	11101675;12475930;32576675;32813023;26670385 
RDBECOLIRIC00316	tf-promoter	RDBECOLITFC00084	NhaR	NhaR-Na<SUP>+</SUP> DNA-binding transcriptional activator	RDBECOLITUC03235:nhaAR	11133959;1316901;37152896;8168494;8932307;9312050;34824476 
RDBECOLIRIC00317	tf-promoter	RDBECOLITFC00084	NhaR	NhaR-Na<SUP>+</SUP> DNA-binding transcriptional activator	RDBECOLITUC03235:nhaAR	11133959;1316901;37152896;8168494;9312050;34824476 
RDBECOLIRIC00318	tf-promoter	RDBECOLITFC00084	NhaR	NhaR-Na<SUP>+</SUP> DNA-binding transcriptional activator	RDBECOLITUC03235:nhaAR	11133959;1316901;37152896;8168494;8932307;9312050 
RDBECOLIRIC00319	tf-promoter	RDBECOLITFC00072	FhlA	FhlA-formate DNA-binding transcriptional activator	RDBECOLITUC03188:hycABCDEFGHI	10848985;8034727;8034728;34824476 
RDBECOLIRIC00320	tf-promoter	RDBECOLITFC00072	FhlA	FhlA-formate DNA-binding transcriptional activator	RDBECOLITUC02635:hypABCDE-fhlA	10848985;8034727;8034728;34824476 
RDBECOLIRIC00321	tf-promoter	RDBECOLITFC00072	FhlA	FhlA-formate DNA-binding transcriptional activator	RDBECOLITUC03187:fdhF	8034727;34824476 
RDBECOLIRIC00322	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC00419:iraM	18383615;21193607 
RDBECOLIRIC00323	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC00419:iraM	18383615 
RDBECOLIRIC00324	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00325	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00326	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00327	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00328	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00329	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00330	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00331	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00332	tf-promoter	RDBECOLITFC00170	CpxR	CpxR-phosphorylated	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00333	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03415:csgDEFG	20466769;29196655 
RDBECOLIRIC00334	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC03415:csgDEFG	20466769 
RDBECOLIRIC00335	tf-promoter	RDBECOLITFC00123	GadRcs	GadRcs	RDBECOLITUC01309:adiC	20435136 
RDBECOLIRIC00336	tf-promoter	RDBECOLITFC00123	GadRcs	GadRcs	RDBECOLITUC03133:slp-dctR	20435136;21571995 
RDBECOLIRIC00337	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03101:sodA	21272324;2180912;37026477;26670385 
RDBECOLIRIC00338	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC03097:pyrC	18176545 
RDBECOLIRIC00339	tf-promoter	RDBECOLITFC00126	FadR	FadR	RDBECOLITUC01054:fadH	16849788;20622065 
RDBECOLIRIC00340	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC01054:fadH	16849788;20622065;24699140 
RDBECOLIRIC00341	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC01054:fadH	20622065;21673794;26843427 
RDBECOLIRIC00342	tf-promoter	RDBECOLITFC00212	LeuO	LeuO	RDBECOLITUC00936:casABCDE12	20659289;23392250 
RDBECOLIRIC00343	tf-promoter	RDBECOLITFC00212	LeuO	LeuO	RDBECOLITUC00936:casABCDE12	20659289;22295907;23392250 
RDBECOLIRIC00344	tf-promoter	RDBECOLITFC00089	McbR	McbR	RDBECOLITUC00450:yciGFE	20713450 
RDBECOLIRIC00345	tf-promoter	RDBECOLITFC00089	McbR	McbR	RDBECOLITUC00450:yciGFE	20713450 
RDBECOLIRIC00346	tf-promoter	RDBECOLITFC00020	H-NS	H-NS	RDBECOLITUC00450:yciGFE	20713450;8455549;21097887;34824476 
RDBECOLIRIC00349	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC01618:safA-ydeO	20603130 
RDBECOLIRIC00350	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC01618:safA-ydeO	20603130 
RDBECOLIRIC00351	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC02551:ydeP	20603130 
RDBECOLIRIC00352	tf-promoter	RDBECOLITFC00141	YdeO	YdeO	RDBECOLITUC01618:safA-ydeO	20603130 
RDBECOLIRIC00353	tf-promoter	RDBECOLITFC00098	ArcA	DNA-binding transcriptional dual regulator ArcA-phosphorylated	RDBECOLITUC02709:arcZ	20683441 
RDBECOLIRIC00354	tf-promoter	RDBECOLITFC00029	MlrA	MlrA	RDBECOLITUC03415:csgDEFG	20874755 
RDBECOLIRIC00355	tf-promoter	RDBECOLITFC00029	MlrA	MlrA	RDBECOLITUC03154:cadC	20874755 
RDBECOLIRIC00356	tf-promoter	RDBECOLITFC00029	MlrA	MlrA	RDBECOLITUC02089:rplU-rpmA-yhbE-obgE	20874755 
RDBECOLIRIC00357	tf-promoter	RDBECOLITFC00029	MlrA	MlrA	RDBECOLITUC01088:ibaG	20874755 
RDBECOLIRIC00358	tf-promoter	RDBECOLITFC00053	Fis	DNA-binding transcriptional dual regulator Fis	RDBECOLITUC03363:rplM-rpsI	20718955 
RDBECOLIRIC00359	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC03114:cysB	20718955 
RDBECOLIRIC00360	tf-promoter	RDBECOLITFC00031	KdgR	KdgR	RDBECOLITUC03261:edd-eda	20718955 
RDBECOLIRIC00361	tf-promoter	RDBECOLITFC00062	AidB	isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor	RDBECOLITUC03132:aidB	20889740 
RDBECOLIRIC00362	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC01445:glgBXCAP	21029047 
RDBECOLIRIC00363	tf-promoter	RDBECOLITFC00166	PhoP	DNA-binding transcriptional dual regulator PhoP-phosphorylated	RDBECOLITUC01906:glgAP	21029047 
RDBECOLIRIC00364	tf-promoter	RDBECOLITFC00099	NfeR	NfeR	RDBECOLITUC02841:nfeR	21097627;24982304 
RDBECOLIRIC00365	tf-promoter	RDBECOLITFC00099	NfeR	NfeR	RDBECOLITUC02621:nfeF	21097627;24982304 
RDBECOLIRIC00366	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC02621:nfeF	12746439;21097627;25222563 
RDBECOLIRIC00367	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC02621:nfeF	12746439;21097627;25222563 
RDBECOLIRIC00368	tf-promoter	RDBECOLITFC00093	Fur	Fur-a [2Fe-2S] iron-sulfur cluster DNA-binding transcriptional dual regulator	RDBECOLITUC02621:nfeF	12746439;21097627;25222563 
RDBECOLIRIC00369	tf-promoter	RDBECOLITFC00014	Lrp	DNA-binding transcriptional dual regulator Lrp-L-leucine	RDBECOLITUC00803:alaA	20729367 
RDBECOLIRIC00370	tf-promoter	RDBECOLITFC00014	Lrp	DNA-binding transcriptional dual regulator Lrp-L-leucine	RDBECOLITUC01173:avtA	20729367;30420454 
RDBECOLIRIC00371	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC00098:sgrST-setA	21115656 
RDBECOLIRIC00372	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC03540:pdhR-aceEF-lpdA	18648770;21115656;29394395;34824476 
RDBECOLIRIC00373	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC01892:prpBCDE	21115656;26843427 
RDBECOLIRIC00374	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC03138:cyoABCDE	21115656 
RDBECOLIRIC00375	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC03225:marRAB	21115656;26843427;34824476 
RDBECOLIRIC00376	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC03244:zwf	21115656 
RDBECOLIRIC00377	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC02664:fbaB	21115656;26843427;34824476 
RDBECOLIRIC00378	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC01814:glcC	21115656 
RDBECOLIRIC00379	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC01187:gpmM-envC-yibQ	21115656;29394395;26843427;34824476 
RDBECOLIRIC00380	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC02442:ppc	21115656;34824476 
RDBECOLIRIC00381	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC03196:fruBKA	21115656;29394395;34824476 
RDBECOLIRIC00382	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC01688:tpiA	21115656;29394395;26843427 
RDBECOLIRIC00383	tf-promoter	RDBECOLITFC00057	Cra	DNA-binding transcriptional dual regulator Cra	RDBECOLITUC03034:mpl	21115656;26843427 
RDBECOLIRIC00384	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC00289:chiZPQ	24593230;34824476 
RDBECOLIRIC00385	tf-promoter	RDBECOLITFC00001	ExuR	ExuR	RDBECOLITUC01910:uxaB	6296052;6357945;26843427 
RDBECOLIRIC00386	tf-promoter	RDBECOLITFC00189	CRP	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	RDBECOLITUC01910:uxaB	11115104 
RDBECOLIRIC00387	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC03498:ptsHI-crr	 
RDBECOLIRIC00388	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC03287:creABCD	 
RDBECOLIRIC00389	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC00393:dinI	 
RDBECOLIRIC00390	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC02551:ydeP	 
RDBECOLIRIC00391	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC03497:ptsHI-crr	 
RDBECOLIRIC00392	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC03499:ptsHI-crr	 
RDBECOLIRIC00393	tf-tu	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC00857:eutSPQTDM	 
RDBECOLIRIC00394	tf-promoter	RDBECOLITFC00027	NagC	NagC	RDBECOLITUC03303:feoABC	 
RDBECOLIRIC00395	tf-promoter	RDBECOLITFC00211	IHF	IHF	RDBECOLITUC00884:glmY	20965974 
RDBECOLIRIC00397	tf-promoter	RDBECOLITFC00123	GadRcs	GadRcs	RDBECOLITUC03020:aslB	21034467 
RDBECOLIRIC00398	tf-promoter	RDBECOLITFC00123	GadRcs	GadRcs	RDBECOLITUC02773:yhiM	21034467 
RDBECOLIRIC00399	tf-promoter	RDBECOLITFC00091	HdfR	HdfR	RDBECOLITUC03217:gltBDF	21034467 
